  i  P(bar) chf(erg/s/cm**2) kzz(cm**-2)  
 56 3.9939E-02 2.4286E+04 6.5001E+07
 57 4.4486E-02 3.1175E+04 6.8124E+07
 58 4.9481E-02 3.8308E+04 7.0233E+07
 59 5.4959E-02 4.5640E+04 7.1551E+07
 60 6.0957E-02 5.3205E+04 7.2270E+07
 61 6.7515E-02 6.1037E+04 7.2519E+07
 62 7.4672E-02 6.9086E+04 7.2363E+07
 63 8.2472E-02 7.7166E+04 7.1815E+07
 64 9.0957E-02 8.4881E+04 7.0836E+07
 65 1.0017E-01 9.2003E+04 6.9458E+07
 66 1.1017E-01 9.8360E+04 6.7726E+07
 67 1.2099E-01 1.0378E+05 6.5680E+07
 68 1.3269E-01 1.0862E+05 6.3479E+07
 69 1.4531E-01 1.1330E+05 6.1233E+07
 70 1.5891E-01 1.1813E+05 5.8982E+07
 71 1.7354E-01 1.2346E+05 5.6784E+07
 72 1.8924E-01 1.2941E+05 5.4643E+07
 73 2.0608E-01 1.3601E+05 5.2549E+07
 74 2.2409E-01 1.4300E+05 5.0460E+07
 75 2.4334E-01 1.4998E+05 4.8327E+07
 76 2.6387E-01 1.5654E+05 4.6120E+07
 77 2.8572E-01 1.6220E+05 4.3815E+07
 78 3.0895E-01 1.6667E+05 4.1413E+07
 79 3.3359E-01 1.6981E+05 3.8934E+07
 80 3.5970E-01 1.7158E+05 3.6401E+07
 81 3.8729E-01 1.7214E+05 3.3847E+07
 82 4.1642E-01 1.7168E+05 3.1303E+07
 83 4.4710E-01 1.7038E+05 2.8792E+07
 84 4.7937E-01 1.6851E+05 2.6338E+07
 85 5.1324E-01 1.6621E+05 2.3956E+07
 86 5.4873E-01 1.6362E+05 2.1654E+07
 87 5.8584E-01 1.6087E+05 1.9442E+07
 88 6.2459E-01 1.5800E+05 1.7322E+07
 89 6.6495E-01 1.5506E+05 1.5298E+07
 90 7.0692E-01 1.5211E+05 1.3371E+07
 91 7.5048E-01 1.4915E+05 1.1544E+07
 92 7.9560E-01 1.4618E+05 9.8177E+06
 93 8.4225E-01 1.4325E+05 8.1941E+06
 94 8.9037E-01 1.4037E+05 6.6759E+06
 95 9.3991E-01 1.3753E+05 5.2656E+06
 96 9.9080E-01 1.3458E+05 5.1273E+06
 97 1.0430E+00 1.3146E+05 5.0263E+06
 98 1.0964E+00 1.2817E+05 4.9268E+06
 99 1.1508E+00 1.2508E+05 4.8334E+06
100 1.2063E+00 1.2229E+05 8.1616E+05

  i  P(bar) chf(erg/s/cm**2) kzz(cm**-2)  
  1 1.2055E-05 2.7163E+03 4.8102E+08
  2 1.4513E-05 2.7163E+03 4.6327E+08
  3 1.7446E-05 2.7163E+03 4.4259E+08
  4 2.0943E-05 2.7163E+03 4.1819E+08
  5 2.5106E-05 2.7163E+03 3.9149E+08
  6 3.0053E-05 2.7163E+03 3.6456E+08
  7 3.5924E-05 2.7163E+03 3.3890E+08
  8 4.2881E-05 2.7163E+03 3.1523E+08
  9 5.1114E-05 2.7163E+03 2.9372E+08
 10 6.0842E-05 2.7163E+03 2.7424E+08
 11 7.2318E-05 2.7163E+03 2.5652E+08
 12 8.5838E-05 2.7163E+03 2.4034E+08
 13 1.0174E-04 2.7163E+03 2.2550E+08
 14 1.2042E-04 2.7163E+03 2.1182E+08
 15 1.4233E-04 2.7163E+03 1.9917E+08
 16 1.6799E-04 2.7163E+03 1.8746E+08
 17 1.9799E-04 2.7163E+03 1.7660E+08
 18 2.3302E-04 2.7163E+03 1.6649E+08
 19 2.7386E-04 2.7163E+03 1.5709E+08
 20 3.2141E-04 2.7163E+03 1.4835E+08
 21 3.7668E-04 2.7163E+03 1.4022E+08
 22 4.4083E-04 2.7163E+03 1.3267E+08
 23 5.1517E-04 2.7163E+03 1.2565E+08
 24 6.0121E-04 2.7163E+03 1.1910E+08
 25 7.0062E-04 2.7163E+03 1.1294E+08
 26 8.1531E-04 2.7163E+03 1.0710E+08
 27 9.4745E-04 2.7163E+03 1.0154E+08
 28 1.0994E-03 2.7163E+03 9.6227E+07
 29 1.2740E-03 2.7163E+03 9.1148E+07
 30 1.4742E-03 2.7163E+03 8.6311E+07
 31 1.7035E-03 2.7163E+03 8.1736E+07
 32 1.9657E-03 2.7163E+03 7.7443E+07
 33 2.2649E-03 2.7163E+03 7.3449E+07
 34 2.6061E-03 2.7163E+03 6.9760E+07
 35 2.9945E-03 2.7163E+03 6.6363E+07
 36 3.4358E-03 2.7163E+03 6.3229E+07
 37 3.9366E-03 2.7163E+03 6.0315E+07
 38 4.5041E-03 2.7163E+03 5.7574E+07
 39 5.1461E-03 2.7163E+03 5.5032E+07
 40 5.8713E-03 2.7163E+03 5.2675E+07
 41 6.6892E-03 2.7163E+03 5.0426E+07
 42 7.6103E-03 2.7163E+03 4.8255E+07
 43 8.6461E-03 2.7163E+03 4.6257E+07
 44 9.8089E-03 2.7163E+03 4.4350E+07
 45 1.1112E-02 2.7163E+03 4.2625E+07
 46 1.2571E-02 2.7163E+03 4.1064E+07
 47 1.4202E-02 2.7163E+03 3.9651E+07
 48 1.6021E-02 2.7163E+03 3.8346E+07
 49 1.8048E-02 2.7163E+03 3.7383E+07
 50 2.0303E-02 2.7163E+03 3.6737E+07
 51 2.2807E-02 2.7163E+03 3.6033E+07
 52 2.5583E-02 4.5837E+03 4.1972E+07
 53 2.8657E-02 7.7551E+03 4.8782E+07
 54 3.2055E-02 1.2376E+04 5.5423E+07
 55 3.5806E-02 1.7946E+04 6.0798E+07
 56 3.9939E-02 2.4288E+04 6.5002E+07
 57 4.4486E-02 3.1176E+04 6.8124E+07
 58 4.9481E-02 3.8309E+04 7.0232E+07
 59 5.4959E-02 4.5640E+04 7.1551E+07
 60 6.0957E-02 5.3206E+04 7.2270E+07
 61 6.7515E-02 6.1037E+04 7.2519E+07
 62 7.4672E-02 6.9085E+04 7.2363E+07
 63 8.2472E-02 7.7165E+04 7.1815E+07
 64 9.0957E-02 8.4880E+04 7.0835E+07
 65 1.0017E-01 9.2002E+04 6.9457E+07
 66 1.1017E-01 9.8359E+04 6.7726E+07
 67 1.2099E-01 1.0378E+05 6.5680E+07
 68 1.3269E-01 1.0862E+05 6.3479E+07
 69 1.4531E-01 1.1330E+05 6.1233E+07
 70 1.5891E-01 1.1813E+05 5.8982E+07
 71 1.7354E-01 1.2346E+05 5.6784E+07
 72 1.8924E-01 1.2941E+05 5.4643E+07
 73 2.0608E-01 1.3600E+05 5.2549E+07
 74 2.2409E-01 1.4300E+05 5.0460E+07
 75 2.4334E-01 1.4998E+05 4.8327E+07
 76 2.6387E-01 1.5654E+05 4.6120E+07
 77 2.8572E-01 1.6220E+05 4.3815E+07
 78 3.0895E-01 1.6667E+05 4.1413E+07
 79 3.3359E-01 1.6981E+05 3.8935E+07
 80 3.5970E-01 1.7158E+05 3.6401E+07
 81 3.8729E-01 1.7214E+05 3.3847E+07
 82 4.1642E-01 1.7168E+05 3.1303E+07
 83 4.4710E-01 1.7038E+05 2.8793E+07
 84 4.7937E-01 1.6851E+05 2.6338E+07
 85 5.1324E-01 1.6621E+05 2.3956E+07
 86 5.4873E-01 1.6362E+05 2.1654E+07
 87 5.8584E-01 1.6087E+05 1.9442E+07
 88 6.2459E-01 1.5800E+05 1.7322E+07
 89 6.6495E-01 1.5506E+05 1.5298E+07
 90 7.0692E-01 1.5211E+05 1.3371E+07
 91 7.5048E-01 1.4915E+05 1.1544E+07
 92 7.9560E-01 1.4618E+05 9.8177E+06
 93 8.4225E-01 1.4325E+05 8.1941E+06
 94 8.9037E-01 1.4037E+05 6.6760E+06
 95 9.3991E-01 1.3753E+05 5.2656E+06
 96 9.9080E-01 1.3458E+05 5.1274E+06
 97 1.0430E+00 1.3146E+05 5.0263E+06
 98 1.0964E+00 1.2817E+05 4.9268E+06
 99 1.1508E+00 1.2508E+05 4.8334E+06
100 1.2063E+00 1.2229E+05 8.1616E+05

  i  P(bar) chf(erg/s/cm**2) kzz(cm**-2)  
  1 1.2055E-05 2.7163E+03 4.8063E+08
  2 1.4513E-05 2.7163E+03 4.6304E+08
  3 1.7446E-05 2.7163E+03 4.4250E+08
  4 2.0943E-05 2.7163E+03 4.1818E+08
  5 2.5106E-05 2.7163E+03 3.9149E+08
  6 3.0053E-05 2.7163E+03 3.6456E+08
  7 3.5924E-05 2.7163E+03 3.3890E+08
  8 4.2881E-05 2.7163E+03 3.1523E+08
  9 5.1114E-05 2.7163E+03 2.9372E+08
 10 6.0842E-05 2.7163E+03 2.7424E+08
 11 7.2318E-05 2.7163E+03 2.5652E+08
 12 8.5838E-05 2.7163E+03 2.4034E+08
 13 1.0174E-04 2.7163E+03 2.2549E+08
 14 1.2042E-04 2.7163E+03 2.1181E+08
 15 1.4233E-04 2.7163E+03 1.9917E+08
 16 1.6799E-04 2.7163E+03 1.8746E+08
 17 1.9799E-04 2.7163E+03 1.7659E+08
 18 2.3302E-04 2.7163E+03 1.6649E+08
 19 2.7386E-04 2.7163E+03 1.5709E+08
 20 3.2141E-04 2.7163E+03 1.4835E+08
 21 3.7668E-04 2.7163E+03 1.4022E+08
 22 4.4083E-04 2.7163E+03 1.3267E+08
 23 5.1517E-04 2.7163E+03 1.2565E+08
 24 6.0121E-04 2.7163E+03 1.1910E+08
 25 7.0062E-04 2.7163E+03 1.1294E+08
 26 8.1531E-04 2.7163E+03 1.0710E+08
 27 9.4745E-04 2.7163E+03 1.0154E+08
 28 1.0994E-03 2.7163E+03 9.6227E+07
 29 1.2740E-03 2.7163E+03 9.1148E+07
 30 1.4742E-03 2.7163E+03 8.6312E+07
 31 1.7035E-03 2.7163E+03 8.1736E+07
 32 1.9657E-03 2.7163E+03 7.7443E+07
 33 2.2649E-03 2.7163E+03 7.3449E+07
 34 2.6061E-03 2.7163E+03 6.9760E+07
 35 2.9945E-03 2.7163E+03 6.6363E+07
 36 3.4358E-03 2.7163E+03 6.3229E+07
 37 3.9366E-03 2.7163E+03 6.0315E+07
 38 4.5041E-03 2.7163E+03 5.7574E+07
 39 5.1461E-03 2.7163E+03 5.5032E+07
 40 5.8713E-03 2.7163E+03 5.2676E+07
 41 6.6892E-03 2.7163E+03 5.0426E+07
 42 7.6103E-03 2.7163E+03 4.8255E+07
 43 8.6461E-03 2.7163E+03 4.6256E+07
 44 9.8089E-03 2.7163E+03 4.4350E+07
 45 1.1112E-02 2.7163E+03 4.2624E+07
 46 1.2571E-02 2.7163E+03 4.1063E+07
 47 1.4202E-02 2.7163E+03 3.9650E+07
 48 1.6021E-02 2.7163E+03 3.8345E+07
 49 1.8048E-02 2.7163E+03 3.7381E+07
 50 2.0303E-02 2.7163E+03 3.6736E+07
 51 2.2807E-02 2.7163E+03 3.6032E+07
 52 2.5583E-02 4.5870E+03 4.1981E+07
 53 2.8657E-02 7.7579E+03 4.8787E+07
 54 3.2055E-02 1.2378E+04 5.5425E+07
 55 3.5806E-02 1.7947E+04 6.0799E+07
 56 3.9939E-02 2.4289E+04 6.5002E+07
 57 4.4486E-02 3.1177E+04 6.8124E+07
 58 4.9481E-02 3.8309E+04 7.0232E+07
 59 5.4959E-02 4.5640E+04 7.1551E+07
 60 6.0957E-02 5.3205E+04 7.2269E+07
 61 6.7515E-02 6.1036E+04 7.2519E+07
 62 7.4672E-02 6.9085E+04 7.2362E+07
 63 8.2472E-02 7.7165E+04 7.1814E+07
 64 9.0957E-02 8.4880E+04 7.0835E+07
 65 1.0017E-01 9.2001E+04 6.9457E+07
 66 1.1017E-01 9.8358E+04 6.7726E+07
 67 1.2099E-01 1.0378E+05 6.5680E+07
 68 1.3269E-01 1.0862E+05 6.3479E+07
 69 1.4531E-01 1.1330E+05 6.1233E+07
 70 1.5891E-01 1.1813E+05 5.8982E+07
 71 1.7354E-01 1.2345E+05 5.6784E+07
 72 1.8924E-01 1.2941E+05 5.4643E+07
 73 2.0608E-01 1.3600E+05 5.2549E+07
 74 2.2409E-01 1.4300E+05 5.0460E+07
 75 2.4334E-01 1.4998E+05 4.8327E+07
 76 2.6387E-01 1.5653E+05 4.6120E+07
 77 2.8572E-01 1.6220E+05 4.3815E+07
 78 3.0895E-01 1.6667E+05 4.1413E+07
 79 3.3359E-01 1.6981E+05 3.8935E+07
 80 3.5970E-01 1.7158E+05 3.6402E+07
 81 3.8729E-01 1.7214E+05 3.3847E+07
 82 4.1642E-01 1.7167E+05 3.1303E+07
 83 4.4710E-01 1.7038E+05 2.8793E+07
 84 4.7937E-01 1.6851E+05 2.6339E+07
 85 5.1324E-01 1.6621E+05 2.3956E+07
 86 5.4873E-01 1.6362E+05 2.1654E+07
 87 5.8584E-01 1.6087E+05 1.9442E+07
 88 6.2459E-01 1.5800E+05 1.7322E+07
 89 6.6495E-01 1.5506E+05 1.5298E+07
 90 7.0692E-01 1.5211E+05 1.3371E+07
 91 7.5048E-01 1.4915E+05 1.1544E+07
 92 7.9560E-01 1.4618E+05 9.8178E+06
 93 8.4225E-01 1.4325E+05 8.1942E+06
 94 8.9037E-01 1.4037E+05 6.6760E+06
 95 9.3991E-01 1.3753E+05 5.2657E+06
 96 9.9080E-01 1.3458E+05 5.1274E+06
 97 1.0430E+00 1.3146E+05 5.0264E+06
 98 1.0964E+00 1.2817E+05 4.9268E+06
 99 1.1508E+00 1.2508E+05 4.8334E+06
100 1.2063E+00 1.2229E+05 8.1617E+05

  i  P(bar) chf(erg/s/cm**2) kzz(cm**-2)  
  1 1.2055E-05 2.7163E+03 4.8062E+08
  2 1.4513E-05 2.7163E+03 4.6302E+08
  3 1.7446E-05 2.7163E+03 4.4247E+08
  4 2.0943E-05 2.7163E+03 4.1816E+08
  5 2.5106E-05 2.7163E+03 3.9149E+08
  6 3.0053E-05 2.7163E+03 3.6457E+08
  7 3.5924E-05 2.7163E+03 3.3890E+08
  8 4.2881E-05 2.7163E+03 3.1523E+08
  9 5.1114E-05 2.7163E+03 2.9372E+08
 10 6.0842E-05 2.7163E+03 2.7423E+08
 11 7.2318E-05 2.7163E+03 2.5652E+08
 12 8.5838E-05 2.7163E+03 2.4034E+08
 13 1.0174E-04 2.7163E+03 2.2549E+08
 14 1.2042E-04 2.7163E+03 2.1181E+08
 15 1.4233E-04 2.7163E+03 1.9917E+08
 16 1.6799E-04 2.7163E+03 1.8746E+08
 17 1.9799E-04 2.7163E+03 1.7659E+08
 18 2.3302E-04 2.7163E+03 1.6649E+08
 19 2.7386E-04 2.7163E+03 1.5709E+08
 20 3.2141E-04 2.7163E+03 1.4834E+08
 21 3.7668E-04 2.7163E+03 1.4022E+08
 22 4.4083E-04 2.7163E+03 1.3267E+08
 23 5.1517E-04 2.7163E+03 1.2565E+08
 24 6.0121E-04 2.7163E+03 1.1910E+08
 25 7.0062E-04 2.7163E+03 1.1294E+08
 26 8.1531E-04 2.7163E+03 1.0710E+08
 27 9.4745E-04 2.7163E+03 1.0154E+08
 28 1.0994E-03 2.7163E+03 9.6227E+07
 29 1.2740E-03 2.7163E+03 9.1148E+07
 30 1.4742E-03 2.7163E+03 8.6312E+07
 31 1.7035E-03 2.7163E+03 8.1736E+07
 32 1.9657E-03 2.7163E+03 7.7443E+07
 33 2.2649E-03 2.7163E+03 7.3449E+07
 34 2.6061E-03 2.7163E+03 6.9760E+07
 35 2.9945E-03 2.7163E+03 6.6363E+07
 36 3.4358E-03 2.7163E+03 6.3230E+07
 37 3.9366E-03 2.7163E+03 6.0307E+07
 38 4.5041E-03 2.7163E+03 5.7581E+07
 39 5.1461E-03 2.7163E+03 5.5038E+07
 40 5.8713E-03 2.7163E+03 5.2670E+07
 41 6.6892E-03 2.7163E+03 5.0426E+07
 42 7.6103E-03 2.7163E+03 4.8255E+07
 43 8.6461E-03 2.7163E+03 4.6256E+07
 44 9.8089E-03 2.7163E+03 4.4350E+07
 45 1.1112E-02 2.7163E+03 4.2624E+07
 46 1.2571E-02 2.7163E+03 4.1062E+07
 47 1.4202E-02 2.7163E+03 3.9650E+07
 48 1.6021E-02 2.7163E+03 3.8344E+07
 49 1.8048E-02 2.7163E+03 3.7380E+07
 50 2.0303E-02 2.7163E+03 3.6735E+07
 51 2.2807E-02 2.7163E+03 3.6031E+07
 52 2.5583E-02 4.5891E+03 4.1986E+07
 53 2.8657E-02 7.7595E+03 4.8789E+07
 54 3.2055E-02 1.2379E+04 5.5426E+07
 55 3.5806E-02 1.7948E+04 6.0799E+07
 56 3.9939E-02 2.4289E+04 6.5001E+07
 57 4.4486E-02 3.1177E+04 6.8123E+07
 58 4.9481E-02 3.8308E+04 7.0231E+07
 59 5.4959E-02 4.5640E+04 7.1550E+07
 60 6.0957E-02 5.3205E+04 7.2269E+07
 61 6.7515E-02 6.1036E+04 7.2518E+07
 62 7.4672E-02 6.9084E+04 7.2362E+07
 63 8.2472E-02 7.7164E+04 7.1814E+07
 64 9.0957E-02 8.4879E+04 7.0835E+07
 65 1.0017E-01 9.2000E+04 6.9457E+07
 66 1.1017E-01 9.8357E+04 6.7725E+07
 67 1.2099E-01 1.0378E+05 6.5680E+07
 68 1.3269E-01 1.0862E+05 6.3479E+07
 69 1.4531E-01 1.1330E+05 6.1233E+07
 70 1.5891E-01 1.1813E+05 5.8982E+07
 71 1.7354E-01 1.2345E+05 5.6784E+07
 72 1.8924E-01 1.2940E+05 5.4643E+07
 73 2.0608E-01 1.3600E+05 5.2549E+07
 74 2.2409E-01 1.4300E+05 5.0460E+07
 75 2.4334E-01 1.4998E+05 4.8327E+07
 76 2.6387E-01 1.5653E+05 4.6120E+07
 77 2.8572E-01 1.6220E+05 4.3815E+07
 78 3.0895E-01 1.6667E+05 4.1413E+07
 79 3.3359E-01 1.6981E+05 3.8935E+07
 80 3.5970E-01 1.7158E+05 3.6402E+07
 81 3.8729E-01 1.7214E+05 3.3847E+07
 82 4.1642E-01 1.7167E+05 3.1303E+07
 83 4.4710E-01 1.7038E+05 2.8793E+07
 84 4.7937E-01 1.6851E+05 2.6339E+07
 85 5.1324E-01 1.6621E+05 2.3956E+07
 86 5.4873E-01 1.6362E+05 2.1655E+07
 87 5.8584E-01 1.6087E+05 1.9442E+07
 88 6.2459E-01 1.5800E+05 1.7322E+07
 89 6.6495E-01 1.5506E+05 1.5298E+07
 90 7.0692E-01 1.5211E+05 1.3371E+07
 91 7.5048E-01 1.4915E+05 1.1544E+07
 92 7.9560E-01 1.4618E+05 9.8178E+06
 93 8.4225E-01 1.4325E+05 8.1942E+06
 94 8.9037E-01 1.4037E+05 6.6761E+06
 95 9.3991E-01 1.3753E+05 5.2657E+06
 96 9.9080E-01 1.3458E+05 5.1274E+06
 97 1.0430E+00 1.3146E+05 5.0264E+06
 98 1.0964E+00 1.2817E+05 4.9269E+06
 99 1.1508E+00 1.2508E+05 4.8334E+06
100 1.2063E+00 1.2229E+05 8.1617E+05

  i  P(bar) chf(erg/s/cm**2) kzz(cm**-2)  
  1 1.2055E-05 2.7163E+03 4.8108E+08
  2 1.4513E-05 2.7163E+03 4.6330E+08
  3 1.7446E-05 2.7163E+03 4.4257E+08
  4 2.0943E-05 2.7163E+03 4.1817E+08
  5 2.5106E-05 2.7163E+03 3.9148E+08
  6 3.0053E-05 2.7163E+03 3.6456E+08
  7 3.5924E-05 2.7163E+03 3.3890E+08
  8 4.2881E-05 2.7163E+03 3.1523E+08
  9 5.1114E-05 2.7163E+03 2.9372E+08
 10 6.0842E-05 2.7163E+03 2.7423E+08
 11 7.2318E-05 2.7163E+03 2.5652E+08
 12 8.5838E-05 2.7163E+03 2.4034E+08
 13 1.0174E-04 2.7163E+03 2.2549E+08
 14 1.2042E-04 2.7163E+03 2.1181E+08
 15 1.4233E-04 2.7163E+03 1.9917E+08
 16 1.6799E-04 2.7163E+03 1.8746E+08
 17 1.9799E-04 2.7163E+03 1.7659E+08
 18 2.3302E-04 2.7163E+03 1.6649E+08
 19 2.7386E-04 2.7163E+03 1.5709E+08
 20 3.2141E-04 2.7163E+03 1.4834E+08
 21 3.7668E-04 2.7163E+03 1.4022E+08
 22 4.4083E-04 2.7163E+03 1.3267E+08
 23 5.1517E-04 2.7163E+03 1.2565E+08
 24 6.0121E-04 2.7163E+03 1.1910E+08
 25 7.0062E-04 2.7163E+03 1.1294E+08
 26 8.1531E-04 2.7163E+03 1.0710E+08
 27 9.4745E-04 2.7163E+03 1.0154E+08
 28 1.0994E-03 2.7163E+03 9.6228E+07
 29 1.2740E-03 2.7163E+03 9.1148E+07
 30 1.4742E-03 2.7163E+03 8.6312E+07
 31 1.7035E-03 2.7163E+03 8.1737E+07
 32 1.9657E-03 2.7163E+03 7.7443E+07
 33 2.2649E-03 2.7163E+03 7.3450E+07
 34 2.6061E-03 2.7163E+03 6.9760E+07
 35 2.9945E-03 2.7163E+03 6.6365E+07
 36 3.4358E-03 2.7163E+03 6.3225E+07
 37 3.9366E-03 2.7163E+03 6.0310E+07
 38 4.5041E-03 2.7163E+03 5.7584E+07
 39 5.1461E-03 2.7163E+03 5.5035E+07
 40 5.8713E-03 2.7163E+03 5.2670E+07
 41 6.6892E-03 2.7163E+03 5.0427E+07
 42 7.6103E-03 2.7163E+03 4.8255E+07
 43 8.6461E-03 2.7163E+03 4.6255E+07
 44 9.8089E-03 2.7163E+03 4.4350E+07
 45 1.1112E-02 2.7163E+03 4.2624E+07
 46 1.2571E-02 2.7163E+03 4.1062E+07
 47 1.4202E-02 2.7163E+03 3.9650E+07
 48 1.6021E-02 2.7163E+03 3.8344E+07
 49 1.8048E-02 2.7163E+03 3.7379E+07
 50 2.0303E-02 2.7163E+03 3.6734E+07
 51 2.2807E-02 2.7163E+03 3.6030E+07
 52 2.5583E-02 4.5910E+03 4.1991E+07
 53 2.8657E-02 7.7609E+03 4.8791E+07
 54 3.2055E-02 1.2380E+04 5.5426E+07
 55 3.5806E-02 1.7948E+04 6.0799E+07
 56 3.9939E-02 2.4289E+04 6.5001E+07
 57 4.4486E-02 3.1177E+04 6.8122E+07
 58 4.9481E-02 3.8308E+04 7.0231E+07
 59 5.4959E-02 4.5639E+04 7.1549E+07
 60 6.0957E-02 5.3204E+04 7.2268E+07
 61 6.7515E-02 6.1035E+04 7.2517E+07
 62 7.4672E-02 6.9083E+04 7.2362E+07
 63 8.2472E-02 7.7163E+04 7.1813E+07
 64 9.0957E-02 8.4878E+04 7.0834E+07
 65 1.0017E-01 9.1999E+04 6.9457E+07
 66 1.1017E-01 9.8356E+04 6.7725E+07
 67 1.2099E-01 1.0378E+05 6.5679E+07
 68 1.3269E-01 1.0862E+05 6.3479E+07
 69 1.4531E-01 1.1330E+05 6.1233E+07
 70 1.5891E-01 1.1812E+05 5.8982E+07
 71 1.7354E-01 1.2345E+05 5.6784E+07
 72 1.8924E-01 1.2940E+05 5.4643E+07
 73 2.0608E-01 1.3600E+05 5.2549E+07
 74 2.2409E-01 1.4300E+05 5.0460E+07
 75 2.4334E-01 1.4998E+05 4.8327E+07
 76 2.6387E-01 1.5653E+05 4.6120E+07
 77 2.8572E-01 1.6220E+05 4.3815E+07
 78 3.0895E-01 1.6667E+05 4.1413E+07
 79 3.3359E-01 1.6981E+05 3.8935E+07
 80 3.5970E-01 1.7158E+05 3.6402E+07
 81 3.8729E-01 1.7214E+05 3.3848E+07
 82 4.1642E-01 1.7167E+05 3.1303E+07
 83 4.4710E-01 1.7038E+05 2.8793E+07
 84 4.7937E-01 1.6851E+05 2.6339E+07
 85 5.1324E-01 1.6621E+05 2.3956E+07
 86 5.4873E-01 1.6362E+05 2.1655E+07
 87 5.8584E-01 1.6087E+05 1.9442E+07
 88 6.2459E-01 1.5800E+05 1.7322E+07
 89 6.6495E-01 1.5506E+05 1.5298E+07
 90 7.0692E-01 1.5211E+05 1.3372E+07
 91 7.5048E-01 1.4915E+05 1.1544E+07
 92 7.9560E-01 1.4618E+05 9.8178E+06
 93 8.4225E-01 1.4325E+05 8.1943E+06
 94 8.9037E-01 1.4037E+05 6.6761E+06
 95 9.3991E-01 1.3753E+05 5.2657E+06
 96 9.9080E-01 1.3458E+05 5.1275E+06
 97 1.0430E+00 1.3146E+05 5.0264E+06
 98 1.0964E+00 1.2817E+05 4.9269E+06
 99 1.1508E+00 1.2508E+05 4.8335E+06
100 1.2063E+00 1.2229E+05 8.1617E+05

  i  P(bar) chf(erg/s/cm**2) kzz(cm**-2)  
  1 1.2055E-05 2.7163E+03 4.8065E+08
  2 1.4513E-05 2.7163E+03 4.6303E+08
  3 1.7446E-05 2.7163E+03 4.4248E+08
  4 2.0943E-05 2.7163E+03 4.1816E+08
  5 2.5106E-05 2.7163E+03 3.9149E+08
  6 3.0053E-05 2.7163E+03 3.6457E+08
  7 3.5924E-05 2.7163E+03 3.3891E+08
  8 4.2881E-05 2.7163E+03 3.1524E+08
  9 5.1114E-05 2.7163E+03 2.9372E+08
 10 6.0842E-05 2.7163E+03 2.7423E+08
 11 7.2318E-05 2.7163E+03 2.5652E+08
 12 8.5838E-05 2.7163E+03 2.4034E+08
 13 1.0174E-04 2.7163E+03 2.2549E+08
 14 1.2042E-04 2.7163E+03 2.1181E+08
 15 1.4233E-04 2.7163E+03 1.9917E+08
 16 1.6799E-04 2.7163E+03 1.8746E+08
 17 1.9799E-04 2.7163E+03 1.7659E+08
 18 2.3302E-04 2.7163E+03 1.6649E+08
 19 2.7386E-04 2.7163E+03 1.5709E+08
 20 3.2141E-04 2.7163E+03 1.4834E+08
 21 3.7668E-04 2.7163E+03 1.4022E+08
 22 4.4083E-04 2.7163E+03 1.3267E+08
 23 5.1517E-04 2.7163E+03 1.2565E+08
 24 6.0121E-04 2.7163E+03 1.1910E+08
 25 7.0062E-04 2.7163E+03 1.1294E+08
 26 8.1531E-04 2.7163E+03 1.0710E+08
 27 9.4745E-04 2.7163E+03 1.0154E+08
 28 1.0994E-03 2.7163E+03 9.6228E+07
 29 1.2740E-03 2.7163E+03 9.1149E+07
 30 1.4742E-03 2.7163E+03 8.6312E+07
 31 1.7035E-03 2.7163E+03 8.1737E+07
 32 1.9657E-03 2.7163E+03 7.7444E+07
 33 2.2649E-03 2.7163E+03 7.3449E+07
 34 2.6061E-03 2.7163E+03 6.9762E+07
 35 2.9945E-03 2.7163E+03 6.6363E+07
 36 3.4358E-03 2.7163E+03 6.3228E+07
 37 3.9366E-03 2.7163E+03 6.0308E+07
 38 4.5041E-03 2.7163E+03 5.7580E+07
 39 5.1461E-03 2.7163E+03 5.5037E+07
 40 5.8713E-03 2.7163E+03 5.2670E+07
 41 6.6892E-03 2.7163E+03 5.0427E+07
 42 7.6103E-03 2.7163E+03 4.8255E+07
 43 8.6461E-03 2.7163E+03 4.6255E+07
 44 9.8089E-03 2.7163E+03 4.4350E+07
 45 1.1112E-02 2.7163E+03 4.2624E+07
 46 1.2571E-02 2.7163E+03 4.1061E+07
 47 1.4202E-02 2.7163E+03 3.9650E+07
 48 1.6021E-02 2.7163E+03 3.8343E+07
 49 1.8048E-02 2.7163E+03 3.7378E+07
 50 2.0303E-02 2.7163E+03 3.6733E+07
 51 2.2807E-02 2.7163E+03 3.6029E+07
 52 2.5583E-02 4.5937E+03 4.1998E+07
 53 2.8657E-02 7.7632E+03 4.8795E+07
 54 3.2055E-02 1.2382E+04 5.5428E+07
 55 3.5806E-02 1.7950E+04 6.0800E+07
 56 3.9939E-02 2.4291E+04 6.5001E+07
 57 4.4486E-02 3.1177E+04 6.8122E+07
 58 4.9481E-02 3.8308E+04 7.0230E+07
 59 5.4959E-02 4.5639E+04 7.1549E+07
 60 6.0957E-02 5.3204E+04 7.2268E+07
 61 6.7515E-02 6.1035E+04 7.2517E+07
 62 7.4672E-02 6.9083E+04 7.2361E+07
 63 8.2472E-02 7.7162E+04 7.1813E+07
 64 9.0957E-02 8.4877E+04 7.0834E+07
 65 1.0017E-01 9.1998E+04 6.9456E+07
 66 1.1017E-01 9.8355E+04 6.7725E+07
