 NST=     1

  J  RHR Solar (K/s)  RHR Thermal (K/s)
 50   2.218E-05   2.163E-05
 51   2.049E-05   1.983E-05
 52   1.905E-05   1.835E-05
 53   1.780E-05   1.712E-05
 54   1.677E-05   1.602E-05
 55   1.579E-05   1.499E-05
 56   1.481E-05   1.399E-05
 57   1.386E-05   1.299E-05
 58   1.288E-05   1.198E-05
 59   1.187E-05   1.098E-05
 60   1.087E-05   9.973E-06
 61   9.879E-06   8.958E-06
 62   8.885E-06   7.935E-06
 63   7.932E-06   6.929E-06
 64   7.079E-06   5.977E-06
 65   6.224E-06   5.111E-06
 66   5.370E-06   4.434E-06
 67   4.716E-06   3.766E-06
 68   4.140E-06   2.903E-06
 69   3.529E-06   2.412E-06
 70   2.947E-06   2.272E-06
 71   2.668E-06   1.823E-06
 72   2.405E-06   1.475E-06
 73   2.137E-06   1.422E-06
 74   1.946E-06   1.659E-06
 75   1.950E-06   1.887E-06
 76   1.962E-06   2.193E-06
 77   1.976E-06   2.216E-06
 78   2.117E-06   2.181E-06
 79   2.480E-06   4.736E-06
 80   2.788E-06   8.528E-06
 81   3.032E-06   1.101E-05
 82   3.487E-06   1.429E-05
 83   4.316E-06   1.843E-05
 84   4.854E-06   1.985E-05
 85   5.206E-06   2.020E-05
 86   5.625E-06   2.081E-05
 87   6.336E-06   2.226E-05
 88   6.648E-06   2.208E-05
 89   6.693E-06   2.143E-05
 90   6.672E-06   2.083E-05
 91   6.852E-06   2.067E-05
 92   6.893E-06   1.999E-05
 93   6.815E-06   1.913E-05
 94   6.852E-06   1.922E-05
 95   8.713E-06   2.420E-05
 96   1.027E-05   2.609E-05
 97   1.070E-05   2.432E-05
 98   1.052E-05   2.281E-05
 99   1.001E-05   2.259E-05
100   8.563E-06   2.062E-05
101   7.472E-08   1.941E-07
 NST=   122

  J  RHR Solar (K/s)  RHR Thermal (K/s)
  1   0.000E+00   0.000E+00
  2   8.795E-04   8.617E-04
  3   2.114E-04   5.773E-04
  4   7.511E-05   4.046E-04
  5   4.523E-05   2.889E-04
  6   4.032E-05   2.042E-04
  7   4.004E-05   1.424E-04
  8   4.053E-05   1.005E-04
  9   4.103E-05   7.367E-05
 10   4.157E-05   5.775E-05
 11   4.195E-05   4.909E-05
 12   4.236E-05   4.477E-05
 13   4.279E-05   4.316E-05
 14   4.337E-05   4.331E-05
 15   4.428E-05   4.464E-05
 16   4.560E-05   4.706E-05
 17   4.734E-05   5.011E-05
 18   4.945E-05   5.376E-05
 19   5.199E-05   5.770E-05
 20   5.492E-05   6.194E-05
 21   5.831E-05   6.618E-05
 22   6.209E-05   7.046E-05
 23   6.629E-05   7.453E-05
 24   7.083E-05   7.834E-05
 25   7.575E-05   8.167E-05
 26   8.094E-05   8.428E-05
 27   8.641E-05   8.635E-05
 28   9.186E-05   8.799E-05
 29   9.724E-05   8.942E-05
 30   1.023E-04   9.176E-05
 31   1.066E-04   9.589E-05
 32   1.093E-04   1.017E-04
 33   1.099E-04   1.057E-04
 34   1.071E-04   1.054E-04
 35   1.017E-04   1.009E-04
 36   9.401E-05   9.380E-05
 37   8.551E-05   8.564E-05
 38   7.762E-05   7.757E-05
 39   6.995E-05   6.997E-05
 40   6.362E-05   6.329E-05
 41   5.734E-05   5.714E-05
 42   5.196E-05   5.161E-05
 43   4.663E-05   4.643E-05
 44   4.182E-05   4.163E-05
 45   3.744E-05   3.712E-05
 46   3.341E-05   3.297E-05
 47   2.990E-05   2.973E-05
 48   2.689E-05   2.654E-05
 49   2.433E-05   2.385E-05
 50   2.218E-05   2.164E-05
 51   2.049E-05   1.985E-05
 52   1.905E-05   1.837E-05
 53   1.780E-05   1.713E-05
 54   1.677E-05   1.604E-05
 55   1.579E-05   1.502E-05
 56   1.481E-05   1.401E-05
 57   1.386E-05   1.301E-05
 58   1.288E-05   1.200E-05
 59   1.187E-05   1.100E-05
 60   1.087E-05   9.996E-06
 61   9.879E-06   8.981E-06
 62   8.885E-06   7.958E-06
 63   7.932E-06   6.952E-06
 64   7.079E-06   6.000E-06
 65   6.224E-06   5.133E-06
 66   5.370E-06   4.454E-06
 67   4.716E-06   3.786E-06
 68   4.140E-06   2.922E-06
 69   3.529E-06   2.427E-06
 70   2.947E-06   2.286E-06
 71   2.668E-06   1.831E-06
 72   2.405E-06   1.485E-06
 73   2.137E-06   1.426E-06
 74   1.946E-06   1.652E-06
 75   1.950E-06   1.928E-06
 76   1.962E-06   2.110E-06
 77   1.975E-06   2.256E-06
 78   2.118E-06   2.246E-06
 79   2.479E-06   4.616E-06
 80   2.788E-06   8.549E-06
 81   3.032E-06   1.101E-05
 82   3.487E-06   1.429E-05
 83   4.316E-06   1.842E-05
 84   4.854E-06   1.985E-05
 85   5.206E-06   2.019E-05
 86   5.624E-06   2.081E-05
 87   6.336E-06   2.226E-05
 88   6.648E-06   2.208E-05
 89   6.693E-06   2.143E-05
 90   6.672E-06   2.082E-05
 91   6.852E-06   2.067E-05
 92   6.893E-06   1.999E-05
 93   6.815E-06   1.913E-05
 94   6.852E-06   1.922E-05
 95   8.713E-06   2.420E-05
 96   1.027E-05   2.608E-05
 97   1.070E-05   2.432E-05
 98   1.052E-05   2.281E-05
 99   1.001E-05   2.258E-05
100   8.563E-06   2.061E-05
101   7.472E-08   1.941E-07
 NST=   123

  J  RHR Solar (K/s)  RHR Thermal (K/s)
  1   0.000E+00   0.000E+00
  2   8.796E-04   8.669E-04
  3   2.113E-04   5.789E-04
  4   7.510E-05   4.022E-04
  5   4.523E-05   2.884E-04
  6   4.032E-05   2.026E-04
  7   4.004E-05   1.424E-04
  8   4.053E-05   1.004E-04
  9   4.102E-05   7.370E-05
 10   4.157E-05   5.789E-05
 11   4.195E-05   4.912E-05
 12   4.236E-05   4.482E-05
 13   4.279E-05   4.320E-05
 14   4.337E-05   4.334E-05
 15   4.428E-05   4.463E-05
 16   4.560E-05   4.706E-05
 17   4.734E-05   5.012E-05
 18   4.945E-05   5.377E-05
 19   5.199E-05   5.770E-05
 20   5.492E-05   6.195E-05
 21   5.831E-05   6.619E-05
 22   6.209E-05   7.046E-05
 23   6.629E-05   7.453E-05
 24   7.083E-05   7.835E-05
 25   7.575E-05   8.168E-05
 26   8.094E-05   8.429E-05
 27   8.641E-05   8.635E-05
 28   9.186E-05   8.799E-05
 29   9.724E-05   8.943E-05
 30   1.023E-04   9.176E-05
 31   1.066E-04   9.590E-05
 32   1.093E-04   1.017E-04
 33   1.099E-04   1.057E-04
 34   1.071E-04   1.054E-04
 35   1.017E-04   1.009E-04
 36   9.401E-05   9.381E-05
 37   8.551E-05   8.565E-05
 38   7.762E-05   7.758E-05
 39   6.995E-05   6.997E-05
 40   6.362E-05   6.329E-05
 41   5.734E-05   5.715E-05
 42   5.196E-05   5.161E-05
 43   4.663E-05   4.643E-05
 44   4.182E-05   4.164E-05
 45   3.745E-05   3.713E-05
 46   3.341E-05   3.298E-05
 47   2.990E-05   2.974E-05
 48   2.689E-05   2.655E-05
 49   2.433E-05   2.387E-05
 50   2.218E-05   2.166E-05
 51   2.049E-05   1.986E-05
 52   1.905E-05   1.839E-05
 53   1.780E-05   1.715E-05
 54   1.677E-05   1.606E-05
 55   1.579E-05   1.503E-05
 56   1.481E-05   1.403E-05
 57   1.386E-05   1.303E-05
 58   1.288E-05   1.202E-05
 59   1.187E-05   1.102E-05
 60   1.087E-05   1.002E-05
 61   9.879E-06   9.004E-06
 62   8.885E-06   7.981E-06
 63   7.932E-06   6.974E-06
 64   7.079E-06   6.022E-06
 65   6.224E-06   5.155E-06
 66   5.370E-06   4.474E-06
 67   4.716E-06   3.804E-06
 68   4.141E-06   2.939E-06
 69   3.529E-06   2.444E-06
 70   2.947E-06   2.298E-06
 71   2.668E-06   1.840E-06
 72   2.405E-06   1.495E-06
 73   2.137E-06   1.420E-06
 74   1.946E-06   1.675E-06
 75   1.950E-06   1.893E-06
 76   1.962E-06   2.144E-06
 77   1.976E-06   2.253E-06
 78   2.118E-06   2.212E-06
 79   2.480E-06   4.688E-06
 80   2.788E-06   8.502E-06
 81   3.032E-06   1.099E-05
 82   3.487E-06   1.427E-05
 83   4.316E-06   1.841E-05
 84   4.854E-06   1.984E-05
 85   5.206E-06   2.019E-05
 86   5.624E-06   2.081E-05
 87   6.336E-06   2.225E-05
 88   6.648E-06   2.208E-05
 89   6.693E-06   2.143E-05
 90   6.672E-06   2.082E-05
 91   6.852E-06   2.066E-05
 92   6.893E-06   1.999E-05
 93   6.815E-06   1.913E-05
 94   6.852E-06   1.922E-05
 95   8.713E-06   2.420E-05
 96   1.027E-05   2.608E-05
 97   1.070E-05   2.432E-05
 98   1.052E-05   2.281E-05
 99   1.001E-05   2.258E-05
100   8.563E-06   2.061E-05
101   7.472E-08   1.941E-07
 NST=   124

  J  RHR Solar (K/s)  RHR Thermal (K/s)
  1   0.000E+00   0.000E+00
  2   8.796E-04   8.645E-04
  3   2.113E-04   5.767E-04
  4   7.510E-05   4.037E-04
  5   4.523E-05   2.883E-04
  6   4.032E-05   2.033E-04
  7   4.004E-05   1.428E-04
  8   4.053E-05   1.003E-04
  9   4.102E-05   7.380E-05
 10   4.157E-05   5.803E-05
 11   4.195E-05   4.913E-05
 12   4.236E-05   4.482E-05
 13   4.279E-05   4.318E-05
 14   4.337E-05   4.334E-05
 15   4.428E-05   4.462E-05
 16   4.560E-05   4.706E-05
 17   4.734E-05   5.011E-05
 18   4.945E-05   5.377E-05
 19   5.199E-05   5.771E-05
 20   5.492E-05   6.195E-05
 21   5.831E-05   6.619E-05
 22   6.209E-05   7.047E-05
 23   6.629E-05   7.454E-05
 24   7.083E-05   7.835E-05
 25   7.575E-05   8.168E-05
 26   8.094E-05   8.429E-05
 27   8.641E-05   8.636E-05
 28   9.186E-05   8.800E-05
 29   9.724E-05   8.943E-05
 30   1.023E-04   9.176E-05
 31   1.066E-04   9.590E-05
 32   1.093E-04   1.017E-04
 33   1.099E-04   1.057E-04
 34   1.071E-04   1.054E-04
 35   1.017E-04   1.009E-04
 36   9.401E-05   9.381E-05
 37   8.551E-05   8.565E-05
 38   7.762E-05   7.758E-05
 39   6.995E-05   6.998E-05
 40   6.362E-05   6.330E-05
 41   5.734E-05   5.715E-05
 42   5.196E-05   5.162E-05
 43   4.663E-05   4.644E-05
 44   4.182E-05   4.164E-05
 45   3.745E-05   3.714E-05
 46   3.341E-05   3.299E-05
 47   2.990E-05   2.976E-05
 48   2.689E-05   2.656E-05
 49   2.433E-05   2.388E-05
 50   2.218E-05   2.167E-05
 51   2.049E-05   1.988E-05
 52   1.905E-05   1.840E-05
 53   1.780E-05   1.717E-05
 54   1.677E-05   1.608E-05
 55   1.579E-05   1.505E-05
 56   1.482E-05   1.405E-05
 57   1.386E-05   1.305E-05
 58   1.288E-05   1.204E-05
 59   1.187E-05   1.104E-05
 60   1.087E-05   1.004E-05
 61   9.879E-06   9.026E-06
 62   8.885E-06   8.003E-06
 63   7.932E-06   6.996E-06
 64   7.079E-06   6.044E-06
 65   6.224E-06   5.176E-06
 66   5.370E-06   4.494E-06
 67   4.716E-06   3.822E-06
 68   4.141E-06   2.957E-06
 69   3.529E-06   2.458E-06
 70   2.947E-06   2.310E-06
 71   2.668E-06   1.853E-06
 72   2.405E-06   1.495E-06
 73   2.137E-06   1.435E-06
 74   1.946E-06   1.668E-06
 75   1.950E-06   1.908E-06
 76   1.962E-06   2.097E-06
 77   1.975E-06   2.282E-06
 78   2.118E-06   2.253E-06
 79   2.479E-06   4.594E-06
 80   2.788E-06   8.526E-06
 81   3.032E-06   1.099E-05
 82   3.487E-06   1.427E-05
 83   4.316E-06   1.841E-05
 84   4.854E-06   1.984E-05
 85   5.206E-06   2.018E-05
 86   5.624E-06   2.080E-05
 87   6.336E-06   2.225E-05
 88   6.648E-06   2.207E-05
 89   6.693E-06   2.142E-05
 90   6.672E-06   2.082E-05
 91   6.852E-06   2.066E-05
 92   6.893E-06   1.999E-05
 93   6.814E-06   1.913E-05
 94   6.852E-06   1.922E-05
 95   8.713E-06   2.420E-05
 96   1.027E-05   2.608E-05
 97   1.070E-05   2.432E-05
 98   1.052E-05   2.281E-05
 99   1.001E-05   2.258E-05
100   8.563E-06   2.061E-05
101   7.472E-08   1.941E-07
 NST=   125

  J  RHR Solar (K/s)  RHR Thermal (K/s)
  1   0.000E+00   0.000E+00
  2   8.796E-04   8.736E-04
  3   2.113E-04   5.766E-04
  4   7.510E-05   4.049E-04
  5   4.523E-05   2.885E-04
  6   4.032E-05   2.042E-04
  7   4.004E-05   1.423E-04
  8   4.053E-05   1.003E-04
  9   4.102E-05   7.371E-05
 10   4.157E-05   5.794E-05
 11   4.195E-05   4.916E-05
 12   4.236E-05   4.482E-05
 13   4.279E-05   4.318E-05
 14   4.337E-05   4.334E-05
 15   4.428E-05   4.463E-05
 16   4.560E-05   4.706E-05
 17   4.734E-05   5.012E-05
 18   4.945E-05   5.377E-05
 19   5.199E-05   5.771E-05
 20   5.492E-05   6.195E-05
 21   5.831E-05   6.620E-05
 22   6.209E-05   7.047E-05
 23   6.629E-05   7.454E-05
 24   7.083E-05   7.836E-05
 25   7.575E-05   8.169E-05
 26   8.094E-05   8.430E-05
 27   8.641E-05   8.636E-05
 28   9.186E-05   8.800E-05
 29   9.724E-05   8.943E-05
 30   1.023E-04   9.177E-05
 31   1.066E-04   9.590E-05
 32   1.093E-04   1.017E-04
 33   1.099E-04   1.057E-04
 34   1.071E-04   1.054E-04
 35   1.017E-04   1.009E-04
 36   9.401E-05   9.382E-05
 37   8.551E-05   8.566E-05
 38   7.762E-05   7.759E-05
 39   6.995E-05   6.998E-05
 40   6.362E-05   6.331E-05
 41   5.734E-05   5.716E-05
 42   5.196E-05   5.163E-05
 43   4.663E-05   4.645E-05
 44   4.182E-05   4.165E-05
 45   3.745E-05   3.715E-05
 46   3.341E-05   3.300E-05
 47   2.990E-05   2.977E-05
 48   2.689E-05   2.657E-05
 49   2.433E-05   2.389E-05
 50   2.218E-05   2.169E-05
 51   2.049E-05   1.989E-05
 52   1.905E-05   1.842E-05
 53   1.780E-05   1.719E-05
 54   1.677E-05   1.610E-05
 55   1.580E-05   1.507E-05
 56   1.482E-05   1.407E-05
 57   1.386E-05   1.307E-05
 58   1.288E-05   1.206E-05
 59   1.187E-05   1.106E-05
 60   1.087E-05   1.006E-05
 61   9.879E-06   9.047E-06
 62   8.885E-06   8.024E-06
 63   7.932E-06   7.018E-06
 64   7.079E-06   6.065E-06
 65   6.224E-06   5.196E-06
 66   5.370E-06   4.513E-06
 67   4.716E-06   3.840E-06
 68   4.141E-06   2.975E-06
 69   3.529E-06   2.472E-06
 70   2.947E-06   2.323E-06
 71   2.668E-06   1.860E-06
 72   2.405E-06   1.505E-06
 73   2.137E-06   1.436E-06
 74   1.946E-06   1.678E-06
 75   1.950E-06   1.879E-06
 76   1.962E-06   2.140E-06
 77   1.976E-06   2.272E-06
 78   2.118E-06   2.212E-06
 79   2.479E-06   4.661E-06
 80   2.788E-06   8.486E-06
 81   3.032E-06   1.098E-05
 82   3.487E-06   1.426E-05
 83   4.316E-06   1.840E-05
 84   4.854E-06   1.983E-05
 85   5.206E-06   2.018E-05
 86   5.624E-06   2.080E-05
 87   6.336E-06   2.224E-05
 88   6.648E-06   2.207E-05
 89   6.693E-06   2.142E-05
 90   6.672E-06   2.082E-05
 91   6.852E-06   2.066E-05
 92   6.893E-06   1.998E-05
 93   6.814E-06   1.912E-05
 94   6.852E-06   1.922E-05
 95   8.713E-06   2.420E-05
 96   1.027E-05   2.608E-05
 97   1.070E-05   2.432E-05
 98   1.052E-05   2.281E-05
 99   1.001E-05   2.258E-05
100   8.563E-06   2.061E-05
101   7.472E-08   1.941E-07
 NST=   126

  J  RHR Solar (K/s)  RHR Thermal (K/s)
  1   0.000E+00   0.000E+00
  2   8.795E-04   8.590E-04
  3   2.114E-04   5.760E-04
  4   7.511E-05   4.049E-04
  5   4.523E-05   2.883E-04
  6   4.032E-05   2.025E-04
  7   4.004E-05   1.425E-04
  8   4.053E-05   1.007E-04
  9   4.102E-05   7.374E-05
 10   4.157E-05   5.792E-05
 11   4.195E-05   4.921E-05
 12   4.236E-05   4.483E-05
 13   4.279E-05   4.317E-05
 14   4.337E-05   4.333E-05
 15   4.428E-05   4.464E-05
 16   4.560E-05   4.706E-05
 17   4.734E-05   5.012E-05
 18   4.945E-05   5.378E-05
 19   5.199E-05   5.771E-05
 20   5.493E-05   6.196E-05
 21   5.831E-05   6.620E-05
 22   6.209E-05   7.048E-05
 23   6.629E-05   7.455E-05
 24   7.083E-05   7.836E-05
 25   7.575E-05   8.169E-05
 26   8.095E-05   8.430E-05
 27   8.641E-05   8.637E-05
 28   9.186E-05   8.801E-05
 29   9.724E-05   8.944E-05
 30   1.023E-04   9.177E-05
 31   1.066E-04   9.590E-05
 32   1.093E-04   1.017E-04
 33   1.099E-04   1.057E-04
 34   1.071E-04   1.054E-04
 35   1.017E-04   1.009E-04
 36   9.401E-05   9.382E-05
 37   8.551E-05   8.566E-05
 38   7.763E-05   7.759E-05
 39   6.995E-05   6.999E-05
 40   6.362E-05   6.331E-05
 41   5.734E-05   5.717E-05
 42   5.196E-05   5.163E-05
 43   4.663E-05   4.646E-05
 44   4.182E-05   4.166E-05
 45   3.745E-05   3.716E-05
 46   3.341E-05   3.301E-05
 47   2.990E-05   2.978E-05
 48   2.689E-05   2.658E-05
 49   2.433E-05   2.391E-05
 50   2.218E-05   2.170E-05
 51   2.049E-05   1.991E-05
 52   1.905E-05   1.843E-05
 53   1.780E-05   1.720E-05
 54   1.677E-05   1.611E-05
 55   1.580E-05   1.509E-05
 56   1.482E-05   1.409E-05
 57   1.386E-05   1.309E-05
 58   1.288E-05   1.208E-05
 59   1.187E-05   1.108E-05
 60   1.087E-05   1.008E-05
 61   9.878E-06   9.068E-06
 62   8.885E-06   8.046E-06
 63   7.932E-06   7.039E-06
 64   7.079E-06   6.086E-06
 65   6.224E-06   5.217E-06
 66   5.370E-06   4.532E-06
 67   4.716E-06   3.858E-06
 68   4.141E-06   2.992E-06
 69   3.530E-06   2.488E-06
 70   2.947E-06   2.334E-06
 71   2.668E-06   1.869E-06
 72   2.405E-06   1.511E-06
 73   2.137E-06   1.447E-06
 74   1.946E-06   1.665E-06
 75   1.950E-06   1.882E-06
 76   1.962E-06   2.191E-06
 77   1.976E-06   2.230E-06
 78   2.117E-06   2.161E-06
 79   2.479E-06   4.678E-06
 80   2.788E-06   8.491E-06
 81   3.032E-06   1.098E-05
 82   3.487E-06   1.426E-05
 83   4.316E-06   1.840E-05
 84   4.854E-06   1.982E-05
 85   5.206E-06   2.017E-05
 86   5.624E-06   2.079E-05
 87   6.336E-06   2.224E-05
 88   6.648E-06   2.206E-05
 89   6.693E-06   2.142E-05
 90   6.672E-06   2.082E-05
 91   6.852E-06   2.066E-05
 92   6.893E-06   1.998E-05
 93   6.814E-06   1.912E-05
 94   6.852E-06   1.922E-05
 95   8.713E-06   2.420E-05
 96   1.027E-05   2.608E-05
 97   1.070E-05   2.432E-05
 98   1.052E-05   2.281E-05
 99   1.001E-05   2.258E-05
100   8.563E-06   2.061E-05
101   7.472E-08   1.940E-07
 NST=   127

  J  RHR Solar (K/s)  RHR Thermal (K/s)
  1   0.000E+00   0.000E+00
  2   8.796E-04   8.702E-04
  3   2.113E-04   5.792E-04
  4   7.509E-05   4.014E-04
  5   4.523E-05   2.885E-04
  6   4.032E-05   2.038E-04
  7   4.004E-05   1.418E-04
  8   4.053E-05   1.010E-04
  9   4.103E-05   7.378E-05
 10   4.157E-05   5.794E-05
 11   4.195E-05   4.909E-05
 12   4.236E-05   4.489E-05
 13   4.279E-05   4.314E-05
 14   4.337E-05   4.334E-05
 15   4.428E-05   4.464E-05
 16   4.560E-05   4.706E-05
 17   4.734E-05   5.012E-05
 18   4.945E-05   5.377E-05
 19   5.199E-05   5.771E-05
 20   5.493E-05   6.196E-05
 21   5.831E-05   6.620E-05
 22   6.209E-05   7.048E-05
 23   6.629E-05   7.455E-05
 24   7.083E-05   7.837E-05
 25   7.575E-05   8.169E-05
 26   8.095E-05   8.430E-05
 27   8.641E-05   8.637E-05
 28   9.186E-05   8.801E-05
 29   9.724E-05   8.944E-05
 30   1.023E-04   9.177E-05
 31   1.066E-04   9.590E-05
 32   1.093E-04   1.017E-04
 33   1.099E-04   1.057E-04
 34   1.071E-04   1.054E-04
 35   1.017E-04   1.009E-04
 36   9.401E-05   9.382E-05
 37   8.551E-05   8.566E-05
 38   7.763E-05   7.760E-05
 39   6.995E-05   6.999E-05
 40   6.362E-05   6.332E-05
 41   5.734E-05   5.717E-05
 42   5.196E-05   5.164E-05
 43   4.663E-05   4.646E-05
 44   4.182E-05   4.167E-05
 45   3.745E-05   3.717E-05
 46   3.341E-05   3.302E-05
 47   2.990E-05   2.979E-05
 48   2.689E-05   2.660E-05
 49   2.433E-05   2.392E-05
 50   2.218E-05   2.171E-05
 51   2.049E-05   1.992E-05
 52   1.905E-05   1.845E-05
 53   1.780E-05   1.722E-05
 54   1.678E-05   1.613E-05
 55   1.580E-05   1.511E-05
 56   1.482E-05   1.411E-05
 57   1.386E-05   1.311E-05
 58   1.288E-05   1.210E-05
 59   1.187E-05   1.110E-05
 60   1.087E-05   1.010E-05
 61   9.878E-06   9.089E-06
 62   8.885E-06   8.066E-06
 63   7.932E-06   7.059E-06
 64   7.079E-06   6.106E-06
 65   6.224E-06   5.236E-06
 66   5.370E-06   4.551E-06
 67   4.716E-06   3.875E-06
 68   4.141E-06   3.008E-06
 69   3.530E-06   2.503E-06
 70   2.947E-06   2.347E-06
 71   2.668E-06   1.877E-06
 72   2.405E-06   1.523E-06
 73   2.137E-06   1.449E-06
 74   1.946E-06   1.658E-06
 75   1.950E-06   1.924E-06
 76   1.962E-06   2.115E-06
 77   1.975E-06   2.265E-06
 78   2.118E-06   2.220E-06
 79   2.479E-06   4.567E-06
 80   2.788E-06   8.511E-06
 81   3.032E-06   1.098E-05
 82   3.487E-06   1.426E-05
 83   4.316E-06   1.840E-05
 84   4.854E-06   1.982E-05
 85   5.206E-06   2.017E-05
 86   5.624E-06   2.079E-05
 87   6.336E-06   2.223E-05
 88   6.648E-06   2.206E-05
 89   6.693E-06   2.141E-05
 90   6.672E-06   2.081E-05
 91   6.852E-06   2.066E-05
 92   6.893E-06   1.998E-05
 93   6.814E-06   1.912E-05
 94   6.852E-06   1.922E-05
 95   8.713E-06   2.420E-05
 96   1.027E-05   2.608E-05
 97   1.070E-05   2.432E-05
 98   1.052E-05   2.281E-05
 99   1.001E-05   2.258E-05
100   8.563E-06   2.061E-05
101   7.472E-08   1.940E-07
 NST=   128

  J  RHR Solar (K/s)  RHR Thermal (K/s)
  1   0.000E+00   0.000E+00
  2   8.796E-04   8.660E-04
  3   2.113E-04   5.743E-04
  4   7.510E-05   4.034E-04
  5   4.523E-05   2.882E-04
  6   4.032E-05   2.037E-04
  7   4.004E-05   1.425E-04
  8   4.053E-05   1.002E-04
  9   4.103E-05   7.373E-05
 10   4.157E-05   5.787E-05
 11   4.195E-05   4.916E-05
 12   4.236E-05   4.486E-05
 13   4.279E-05   4.319E-05
 14   4.337E-05   4.334E-05
 15   4.428E-05   4.464E-05
 16   4.560E-05   4.707E-05
 17   4.734E-05   5.012E-05
 18   4.945E-05   5.378E-05
 19   5.199E-05   5.772E-05
 20   5.493E-05   6.196E-05
 21   5.831E-05   6.621E-05
 22   6.209E-05   7.049E-05
 23   6.629E-05   7.456E-05
 24   7.084E-05   7.837E-05
 25   7.575E-05   8.170E-05
 26   8.095E-05   8.431E-05
 27   8.641E-05   8.637E-05
 28   9.186E-05   8.801E-05
 29   9.724E-05   8.944E-05
 30   1.023E-04   9.177E-05
 31   1.066E-04   9.590E-05
 32   1.093E-04   1.017E-04
 33   1.099E-04   1.057E-04
 34   1.071E-04   1.054E-04
 35   1.017E-04   1.009E-04
 36   9.401E-05   9.383E-05
 37   8.551E-05   8.567E-05
 38   7.763E-05   7.760E-05
 39   6.995E-05   7.000E-05
 40   6.363E-05   6.332E-05
 41   5.734E-05   5.718E-05
 42   5.196E-05   5.165E-05
 43   4.663E-05   4.647E-05
 44   4.182E-05   4.168E-05
 45   3.745E-05   3.718E-05
 46   3.341E-05   3.302E-05
 47   2.990E-05   2.980E-05
 48   2.689E-05   2.661E-05
 49   2.433E-05   2.393E-05
 50   2.218E-05   2.173E-05
 51   2.049E-05   1.993E-05
 52   1.905E-05   1.846E-05
 53   1.780E-05   1.723E-05
 54   1.678E-05   1.615E-05
 55   1.580E-05   1.512E-05
 56   1.482E-05   1.413E-05
 57   1.386E-05   1.312E-05
 58   1.288E-05   1.212E-05
 59   1.187E-05   1.112E-05
 60   1.087E-05   1.012E-05
 61   9.878E-06   9.109E-06
 62   8.885E-06   8.086E-06
 63   7.932E-06   7.079E-06
 64   7.079E-06   6.126E-06
 65   6.224E-06   5.256E-06
 66   5.371E-06   4.569E-06
 67   4.717E-06   3.892E-06
 68   4.141E-06   3.025E-06
 69   3.530E-06   2.517E-06
 70   2.947E-06   2.357E-06
 71   2.668E-06   1.888E-06
 72   2.405E-06   1.532E-06
 73   2.137E-06   1.442E-06
 74   1.946E-06   1.681E-06
 75   1.950E-06   1.894E-06
 76   1.962E-06   2.148E-06
 77   1.976E-06   2.259E-06
 78   2.117E-06   2.185E-06
 79   2.479E-06   4.636E-06
 80   2.788E-06   8.467E-06
 81   3.032E-06   1.096E-05
 82   3.487E-06   1.425E-05
 83   4.315E-06   1.839E-05
 84   4.854E-06   1.982E-05
 85   5.206E-06   2.017E-05
 86   5.624E-06   2.079E-05
 87   6.336E-06   2.223E-05
 88   6.648E-06   2.206E-05
 89   6.693E-06   2.141E-05
 90   6.672E-06   2.081E-05
 91   6.852E-06   2.065E-05
 92   6.893E-06   1.998E-05
 93   6.814E-06   1.912E-05
 94   6.852E-06   1.921E-05
 95   8.713E-06   2.419E-05
 96   1.027E-05   2.608E-05
 97   1.070E-05   2.432E-05
 98   1.052E-05   2.280E-05
 99   1.001E-05   2.258E-05
100   8.563E-06   2.061E-05
101   7.472E-08   1.940E-07
 NST=   129

  J  RHR Solar (K/s)  RHR Thermal (K/s)
  1   0.000E+00   0.000E+00
  2   8.796E-04   8.639E-04
  3   2.113E-04   5.746E-04
  4   7.510E-05   4.036E-04
  5   4.523E-05   2.880E-04
  6   4.032E-05   2.041E-04
  7   4.004E-05   1.420E-04
  8   4.053E-05   1.002E-04
  9   4.103E-05   7.355E-05
 10   4.157E-05   5.786E-05
 11   4.195E-05   4.906E-05
 12   4.236E-05   4.488E-05
 13   4.279E-05   4.318E-05
